	created_at	favorite_count	hashtags	retweet_count	text	url	user_screen_name
0	Wed Oct 14 02:20:50 +0000 2020	0.0		0.0	 - do you care about covid &amp; the families of the 215000 dead Americans? Trump is recklessly going for herd immunity which shows he was lying that a vaccine will come soon. Why would he do nothing to stop spread of covid infections of a vaccine is close	https://twitter.com/twitter/statuses/1316202275241701377	72ce09b09afc6617c82c78cbf72a4fc3
1	Tue Oct 13 15:55:48 +0000 2020	1.0		1.0	_cordingley _terrence There has been a COVID TASK FORCE in place since April headed by Mike Pence they have worked hard to get a vaccine sooner than anyone expected.They also have a microbial sanitizer that has a 30 day FDA guarantee for surfaces as it puts up a barrier against COVID No one ignored	https://twitter.com/twitter/statuses/1316044978867580928	e812b707fc05a7e6def33d78ce907db0
2	Tue Oct 13 23:46:21 +0000 2020	2.0		0.0	 Asia has corralled their virus ... Trump’s US is drowning in virus... London  (CNN) - While the Asia-Pacific region treads water until a coronavirus vaccine is found the West's biggest economies (US) are drowning as a second wave firmly establishes itself in Europe and America!	https://twitter.com/twitter/statuses/1316163394550919168	6ea2b66224218228323d93d249b0f6c7
3	Sat Oct 17 01:35:32 +0000 2020	1.0		0.0	 The American Pharmaceutical company Pfizer will soon have a Covid19 vaccine ready! As soon as the end of November! And then some people can stop using President Trump as a Scapegoat for all their problems! https://t.co/N9jJZpMVan	https://twitter.com/twitter/statuses/1317278036702756864	11596adc55137c3c91e60061f33642c8
4	Fri Oct 16 15:14:43 +0000 2020	0.0		0.0	Why 😭? Waiting until after election even if they know vaccine is working. Are they Anti Trump?  https://t.co/1yyGL1H8Uf	https://twitter.com/twitter/statuses/1317121804268392450	989d46a56851c04378755a00fea9e4ba
5	Sun Oct 18 07:57:23 +0000 2020	0.0	Trump2020	0.0	 The results after the election: 1) Trump wins - life continues as is vaccine found and haters continue to hate. 2) Biden “wins” clearly -  economy collapses and civil war occurs.  Many killed or jailed3) Biden “wins” contested - civil war occurs.  Many killed.  #Trump2020 https://t.co/8d6dSJhuEX	https://twitter.com/twitter/statuses/1317736521743519745	9b0c4647a9f74f309c04f444f5363281
6	Tue Oct 13 16:39:20 +0000 2020	2.0		0.0	J&amp;amp;J Halts Vaccine Trial; Excess Deaths Up 20%; Trump Tests Negative https://t.co/A4RhSRurfF	https://twitter.com/twitter/statuses/1316055932623880193	14e7dbd3beead66e1c3d2338254162f6
7	Sun Oct 18 08:20:01 +0000 2020	0.0		0.0	  And soon there will be a vaccine for Covid. Will you give Trump credit? Probably not!	https://twitter.com/twitter/statuses/1317742218220761088	5dda481f2dd691427d9ab8df539bf2c8
8	Sat Oct 17 02:15:11 +0000 2020	8.0		1.0	Everyone with common sense knew this would be the case. Trump was trying to use the promise of a vaccine by Nov 1st as a political tool. The scientists told him it wouldn’t happen but he pushed anyway. Looks like science won. Better to have it later &amp; have it work (&amp; be safe) https://t.co/sh84K8h8jC	https://twitter.com/twitter/statuses/1317288016667242496	2b2675eb7f81ec270190992e15366241
9	Fri Oct 16 01:06:23 +0000 2020	7.0		1.0	 @JoeBiden We’re also sick of gop getting rich by selling America to Russia or whoever else bids higher.  No advancement in 8 months on containment testing economic relief vaccine for COVID-19.  But trump benefited.  Did you?	https://twitter.com/twitter/statuses/1316908313142059009	c6040a3eac708d2103da91d34c176304
10	Wed Oct 14 22:40:00 +0000 2020	1.0		0.0	When I was watching the pence vs Harris Debate and Harris said if they made a vaccine that the scientists agreed on that she’d make sure she’s first in life it just seemed selfish to hear her say that. Like what she can’t get in line behind others she’s gotta be first cmon	https://twitter.com/twitter/statuses/1316509085387251715	00c5a46519b8220ed217549d1dc1f77e
11	Tue Oct 13 19:12:11 +0000 2020	0.0		0.0	Walter Reed Projects a 4.4 Trillion dollar profit from the Trump vaccine. Congress considers 50% percent from proceeds. Doctors notified to RNA Trump antigens next week for CDC media spin up ~ TMA https://t.co/x2yl5XkZ84	https://twitter.com/twitter/statuses/1316094401672773632	0549e87547ca8c80d78d8c230cb870ed
